BertBaseCased,0,0.054474708171206226,0.10317460317460317,0.5161683513985305,0.0
BertBaseCased,1,0.3151750972762646,0.11383144344269915,0.5261923244032717,25.769187927246094
BertBaseCased,2,0.47470817120622566,0.1828278368779345,0.5679375691133722,25.71112871170044
BertBaseCased,3,0.4785992217898833,0.1871476170760491,0.5703544827140006,25.833447694778442
BertBaseCased,4,0.5642023346303502,0.23565643734804437,0.5985126940268505,25.034696102142334
BertBaseCased,5,0.5914396887159533,0.2581696072668747,0.6110955879889773,25.52650022506714
BertBaseCased,6,0.5719844357976653,0.2560537389668815,0.6093508312972826,25.915461540222168
BertBaseCased,7,0.5953307392996109,0.2898944094292175,0.6276304443729498,25.799004077911377
BertBaseCased,8,0.5992217898832685,0.35098362052656135,0.6586196810533279,25.63526701927185
BertBaseCased,9,0.6070038910505836,0.3998449528133979,0.6833058918564973,25.697664737701416
BertBaseCased,10,0.603112840466926,0.39916962540579976,0.6826271842043757,25.22771692276001
BertBaseCased,11,0.5797665369649806,0.3871027506193414,0.6759194423058609,24.549073457717896
BertBaseCased,12,0.6186770428015564,0.42811588517509147,0.6979516833525999,24.47659993171692
BertBaseCased,13,0.6186770428015564,0.4129801284404407,0.6903813402973934,24.460374355316162
BertBaseCased,14,0.5914396887159533,0.37596333129026693,0.6706195022686775,24.924104928970337
BertBaseCased,15,0.6108949416342413,0.4212934725459124,0.6944463738120551,25.309070587158203
BertBaseCased,16,0.5836575875486382,0.40489173348639845,0.6848389158597504,24.866695880889893
BertBaseCased,17,0.6108949416342413,0.4538264324292301,0.7105643190452664,25.560738563537598
BertBaseCased,18,0.5836575875486382,0.4263886623027808,0.6958095835244463,25.66815996170044
BertBaseCased,19,0.5992217898832685,0.39719374820220626,0.6817564974813177,25.392164945602417
BertBaseCased,20,0.6342412451361867,0.4370762559929769,0.703142982994594,25.50571632385254
